,Name,Title,Current School Name
10997,Larry Warner,Running Backs / Special Teams Coordinator,Texas Southern
10998,Darren Garrigan,Cornerbacks,Texas Southern
10999,Charles Nichols,Football Operations,Texas Southern
11000,Dr. David Phillips,Strength Coach,Texas Southern
11001,Lonzo Giles,Video Coordinator,Texas Southern
11002,Anthony Joubert,Football Equipment Manager,Texas Southern
11003,Ed Paris,Graduate Assistant,Texas Southern
11004,Bart Jameson,Director of Sports Medicine,Texas Southern
11079,Maurice Drayton,Head Coach,The Citadel
11080,Keith Jones,Chief of Staff,The Citadel
11081,Danny Lewis,Assistant Head Coach / TE,The Citadel
11082,Patrick Covington,Offensive Coordinator / OL,The Citadel
11083,Raleigh Jackson,Defensive Coordinator / LB,The Citadel
11084,Everette Sands,Offensive Skill Specialist,The Citadel
11085,Jackson Eskierka,Quarterbacks,The Citadel
11086,Josh Jones,Defensive Backs,The Citadel
11087,Lamar Owens,Cornerbacks,The Citadel
11088,Joe Call,Assistant to the Head Coach / Game Day Management,The Citadel
11089,Dominique Allen,Offensive Quality Control,The Citadel
11090,Blaze Barista,Defensive Quality Control,The Citadel
11195,Rob Ambrose,Head Coach,Towson
11196,Lyndon Johnson,Special Teams Coordinator/Safeties,Towson
11197,Eric Daniels,Defensive Coordinator/Linebackers,Towson
11198,Tyree Foreman,Pass Game Coordinator/Running Backs,Towson
11199,Alex Stadler,Run Game Coordinator/Offensive Line,Towson
11200,Collin Bauer,Recruiting Coordinator/Defensive Line,Towson
11201,William Lang,Tight Ends/Fullbacks,Towson
11202,Drew Rodriguez,Quarterbacks,Towson
11203,Christian Runza,Linebackers,Towson
11204,Almondo Curry,Cornerbacks,Towson
11205,Derek Kief,Wide Receivers,Towson
11206,Lance Yaniger,Director of Football Operations,Towson
11207,"Justin Lima, PhD",Director of Football Performance,Towson
11208,Demarcus Gilmore,Quality Control Coach - Offense,Towson
11209,Jordan Mynatt,Quality Control Coach - Defense,Towson
11210,Will Koustmer,Quality Control Coach - Defense,Towson
11211,Joe Puleio,Quality Control Coach - Offense,Towson
11212,Vincent Crisafi,Quality Control Coach - Offense,Towson
11213,Shane Simpson,Quality Control Coach - Offense,Towson
11214,Marcus Hicks,Video Coordinator,Towson
11215,Nathan Wilder,"Senior Associate Athletic Director, Sports Medicine and Performance",Towson
11216,Kyle Cherry,Head Athletic Trainer,Towson
11217,Tyler Turner,Athletic Trainer,Towson
11218,Dave Vatz,Director of Athletic Media Relations,Towson
11219,Mike Pivec,Head Equipment Manager,Towson
11300,Dan Hawkins,Head Coach,UC Davis
11301,Cha'pelle Brown,Associate Head Coach/Cornerbacks,UC Davis
11302,Mike Cody,Offensive Coordinator,UC Davis
11303,Matt Coombs,Defensive Coordinator/Outside Linebackers,UC Davis
11304,Evan Hicks,Special Teams Coordinator / Safeties,UC Davis
11305,Andre Allen,Assistant Coach (Wide Receivers),UC Davis
11306,Jerry Brady,Assistant Coach (Defensive Line),UC Davis
11307,Kevin Burke,Running Backs,UC Davis
11308,Taylor Chapatte,"Assistant Coach, Tight Ends",UC Davis
11309,Isaiah Jackson,Assistant Coach (Inside Linebackers),UC Davis
11310,Quinn Shanbour,Assistant Coach / Quarterbacks,UC Davis
11311,Sam Young,Offensive Analyst,UC Davis
11312,Matt Kitchen,Director of Football Operations,UC Davis
11313,Jeff Bourque,"Assistant Athletic Director, Sports Performance",UC Davis
11314,Arianna Osier,Associate Director of Equipment (UC Health Stadium),UC Davis
11315,"Brian Norton, MS ATC",Head Football Athletic Trainer,UC Davis
11316,"Caleb Thill, MS ATC",Assistant Athletic Trainer (Asst. FB),UC Davis
11317,"Kyle Schank, MS ATC",Athletic Training Fellow,UC Davis
11318,Adam Zedonis,Assistant Director of Student-Athlete Outcomes Advising/Aggie EVO,UC Davis
11319,Timothy Ornelas,Director of Video Services & Technical Operations,UC Davis
11396,Paul Peterson,Head Coach,Utah Tech
11397,Mike Fassel,Assistant Head Coach / Special Teams,Utah Tech
11398,John Hughes,Co-Offensive Coordinator / Offensive Line Coach,Utah Tech
11399,Peter Tuitupou,Co-Offensive Coordinator / Wide Receivers Coach,Utah Tech
11400,Shane Hunter,Co-Defensive Coordinator/Safeties Coach,Utah Tech
11401,Misi Tupe,Co-Defensive Coordinator/Linebackers Coach,Utah Tech
11402,Jamison Clark,Running Backs Coach / Recruiting Coordinator,Utah Tech
11403,James Cowser,Defensive Line Coach,Utah Tech
11404,J.B. Hall Jr.,Defensive Pass Game Coordinator/Cornerbacks Coach,Utah Tech
11405,Billy Ray Stutzmann,Passing Game Coordinator / Quarterbacks Coach,Utah Tech
11406,Craig Timmons,Head Strength & Conditioning Coach,Utah Tech
11407,Carissa Martinez '19,Director of Football Operations and Player Personnel,Utah Tech
11408,Andrew Kendall,Assistant Football Operations Director,Utah Tech
11409,Sheldon Prout,Equipment Manager and Operations Assistant,Utah Tech
11410,Josh Fullmer,Athletic Trainer - Football,Utah Tech
11411,Alexa Martin,Athletic Trainer - Football,Utah Tech
11412,Erin Harold,Athletic Trainer - Football,Utah Tech
11413,Ron Chamberlain,Ph.D. Director of Counseling and Sports Psychology,Utah Tech
11513,Jason Simpson,Head Coach,UT Martin
11514,Chris Polizzi,Assistant Head Coach / Defensive Coordinator / Secondary,UT Martin
11515,Kevin Bannon,Offensive Coordinator / Offensive Line,UT Martin
11516,Brandon Butcher,Run Game Coordinator / Linebackers,UT Martin
11517,Travis Partridge,Pass Game Coordinator / Quarterbacks,UT Martin
11518,Antonio Clifton,Cornerbacks,UT Martin
11519,Devin Santana,Defensive Line,UT Martin
11520,TJ Jefferson,Jacks / Special Teams Assistant,UT Martin
11521,TJ Minnifee,Tight Ends,UT Martin
11522,JaVaughn Craig,Running Backs,UT Martin
11523,Mason Petrino,Wide Receivers,UT Martin
11524,Chris Royal,Defensive Assistant | Nickels,UT Martin
11525,Chris Bell,Director of Football Operations & Recruiting,UT Martin
11526,Tyson Gale,Head Strength and Conditioning Coach,UT Martin
11527,Tony Lester,Assistant Strength and Conditioning Coach,UT Martin
11528,Fabian Hillman,Assistant Strength and Conditioning Coach,UT Martin
11529,Houston Downey,Equipment Manager,UT Martin
11530,McKinney Baker,Video Coordinator,UT Martin
11531,Lenon James,Defensive Student Assistant / Asst. Recruiting Coordinator,UT Martin
11532,Evan Johnson,Offensive Student Assistant,UT Martin
11753,Mark Ferrante,Head Coach,Villanova
11754,Chris Boden,Assistant Coach (Offensive Coordinator/Quarterbacks),Villanova
11755,Ross Pennypacker,Assistant Coach (Defensive Coordinator/Defensive Line),Villanova
11756,Sean Devine,Assistant Coach (Offensive Run Game Coordinator/Offensive Line),Villanova
11757,David Riede,Assistant Coach (Recruiting Coordinator/Linebackers),Villanova
11758,Nate Pagan,Assistant Coach (Wide Receivers),Villanova
11759,Matt Colangelo,Assistant Coach (Special Teams Coordinator/Safeties),Villanova
11760,Josh Fletcher,Assistant Coach (Running Backs),Villanova
11761,Dustin Johnson,Assistant Coach (Cornerbacks),Villanova
11762,Lachlan Kline,Offensive Assistant (Tight Ends),Villanova
11763,Pat Crowley,Defensive Assistant,Villanova
11764,TJ Landis,Coordinator Of Football Video Operations & Administrative Services,Villanova
11765,Tyler Waite,Athletic Trainer,Villanova
11766,Mike Tucker,Strength & Conditioning,Villanova
11866,Danny Rocco,Head Coach,VMI
11867,Bryan Stinespring,Associate Head Coach/Tight Ends,VMI
11868,Patrick Ashford,Offensive Coordinator/Quarterbacks,VMI
11869,Rich Yahner,Defensive Coordinator/Linebackers,VMI
11870,Greg Wood,Specialis Teams Coordinator,VMI
11871,JB Lageman,Defensive Line,VMI
11872,Pat Brown,Secondary/Corners,VMI
11873,AJ Hampton,Wide Receivers Coach,VMI
11874,Keith Jones,Running Backs,VMI
11875,Charles Mack,Director of Player Personnel/Safeties,VMI
11876,Greg Meyer,Tight Ends Coach,VMI
11877,Ellis Spratlin,Director of Strength & Conditioning/Football Strength and Conditioning,VMI
11878,Kendall Hemmings,Football Executive Assistant,VMI
11879,Emilio Johnson,Manager,VMI
11880,Conor McCarthy,Manager,VMI
12010,Tom Masella,Head Football Coach,Wagner
12011,Chris Nugai,Offensive Coordinator / Quarterbacks,Wagner
12012,Darrell Wilson,Defensive Coordinator,Wagner
12013,Tony Brinson,Assistant Head Coach / Recruiting Coordinator / Linebackers,Wagner
12014,Jim Munson,Assistant Coach / Wide Receivers,Wagner
12015,Ollie Ogbu,Assistant Coach / Defensive Line,Wagner
12016,Terence Sino,Assistant Coach / Offensive Line,Wagner
12017,P.J. Arcuri,Assistant Coach / Defensive Backs Assistant,Wagner
12018,John Rock,Assistant Coach / Tight Ends,Wagner
12019,Kyle Suta,Assistant Coach / Running Backs,Wagner
12020,Ethan Andersen,Equipment Manager,Wagner
12021,Ian Tolman,Video Coordinator,Wagner
12140,Kerwin Bell,Head Football Coach,Western Carolina
12141,Kade Bell,Assistant Coach / Offensive Coordinator / QBs,Western Carolina
12142,Chazmon Scales,Assistant Coach / Defensive Coordinator / Safeties,Western Carolina
12143,Chris Norris,Assistant Coach / Special Teams Coordinator,Western Carolina
12144,Brian Cochran,Assistant Coach / Defensive LIne,Western Carolina
12145,Jeremy Darveau,Assistant Coach / Offensive Line,Western Carolina
12146,Cody Edwards,Assistant Coach / Linebackers,Western Carolina
12147,JJ Laster,Assistant Coach / Wide Receivers,Western Carolina
12148,Larry Murphy,Assistant Coach / Cornerbacks,Western Carolina
12149,Rudi Small,Assistant Coach / Running Backs,Western Carolina
12150,Rylan Wells,Assistant Coach / Tight Ends & Fullbacks / Recruiting Coordinator,Western Carolina
12151,Greg McGruder,Football Quality Control Coach - Offense,Western Carolina
12152,DeAirus Whitney,Football Quality Control Coach - Defense,Western Carolina
12153,Jeff Burger,Football - Volunteer Assistant Coach,Western Carolina
12154,Todd Shealy,Director of Football Operations,Western Carolina
12155,Trent Turknett,Director of Player Personnel,Western Carolina
12156,Sydney Spears,Director of On-Campus Recruiting,Western Carolina
12236,Myers Hendrickson,Head Coach,Western Illinois
12237,Todd Drury,Defensive Coordinator,Western Illinois
12238,Jeremy Curry,Assistant Coach - Defensive Line,Western Illinois
12239,Brandon Kreczmer,Assistant Coach - Linebackers,Western Illinois
12240,Shane Dowty,Defensive Backs Coach,Western Illinois
12241,Patrick Denecke,Offensive line/Offensive coordinator,Western Illinois
12242,Quinn Schafer,Pass Game Coordinator/ Quarterbacks,Western Illinois
12243,Greg Hardin,Wide Receivers Coach,Western Illinois
12244,Mark Hendrickson,Tight Ends/ Fullbacks & Specialists,Western Illinois
12245,Kristen Sayyalinh,Director of Football Operations,Western Illinois
12246,Michael Day,Graduate Assistant,Western Illinois
12339,Mike London,Head Coach,William & Mary
12340,Christian Taylor,"Offensive Coordinator, Running Backs Coach",William & Mary
12341,Ras-I Dowling,Co-Defensive Coordinator / Secondary Coach,William & Mary
12342,Bo Revell,Co-Defensive Coordinator / Inside Linebackers Coach,William & Mary
12343,Matt Johns,Passing Game Coordinator / Quarterbacks Coach,William & Mary
12344,Keenan Carter,Recruiting Coordinator / Defensive Line Coach,William & Mary
12345,Darryl Blackstock,Special Teams Coordinator / Outside Linebackers Coach,William & Mary
12346,Mario Acitelli,Run Game Coordinator / Offensive Line Coach,William & Mary
12347,Mike London Jr.,"Wide Receivers Coach, Video Director",William & Mary
12348,Jack Armstrong,"Tight Ends Coach, Recruiting Director",William & Mary
12349,Bill Parker,Defensive Assistant / Nickel Backs Coach,William & Mary
12350,Bill Cole,Assoc. AD Football Administration,William & Mary
12351,Peggy Lukas,Executive Assistant to the Head Football Coach,William & Mary
12440,Shawn Watson,Head Coach/Offensive Coordinator,Wofford
12441,Andrew Warwick,Co-Defensive Coordinator/Inside Linebackers,Wofford
12442,Jonathan Saxon,Co-Defensive Coordinator/Defensive Line,Wofford
12443,Tyler Carlton,Wide Receivers Coach,Wofford
12444,Mitch Doolittle,Assistant Head Coach/Outside Linebackers/Special Teams,Wofford
12445,Ilir Emini,Safeties Coach,Wofford
12446,Senorise Perry,Running Backs Coach/Pro Liaison,Wofford
12447,Dane Romero,Tight Ends Coach/Passing Game Coordinator,Wofford
12448,Devin Watson,Cornerbacks Coach,Wofford
12449,Corey Woods,Offensive Line Coach/Run Game Coordinator,Wofford
12450,Kaleb Daws,Director of Football Operations/Recruiting,Wofford
12451,Keith Swift,Director of Strength and Conditioning,Wofford
12452,Shaw Crocker,Offensive Quality Control,Wofford
12453,Jay Girdner,Defensive Quality Control,Wofford
12454,Thad Mangum,Defensive Quality Control,Wofford
12455,Jacob Titus,Offensive Quality Control,Wofford
