,Unnamed: 0,Statistic,No.,Image,Name,Pos.,Ht.,Wt.,Cl.,Current School Name,Hometown,High School,Previous School,Title,Yr.,Hgt.,Wgt.,#,Full Name,Hometown/Previous School,Hometown (Prev School),Year,Pos,Academic Year,Hometown / High School,C,Hometown/High School,Unnamed: 7,Exp.,College,Class,Major,School,Hometown(Prev School),Hometown / Last School,Transfer,Player,CL.,NAME,POS,HT,WT,Name.1,Prev School,Yr.-Exp.,Custom Field 1,Custom Field 2,Custom Field 3,Hometown / High School / Prep (Previous College),Twitter,Instagram,FULL NAME,POS.,HT.,WT.,HOMETOWN,HIGH SCHOOL,PREVIOUS SCHOOL,MAJOR,High School / Prev. School,Letters,Photo,HIgh School,Hometown / High School (Last School),Previous College,Facebook,Previous University,High School (Prev. School),2022-23 Football Coaches,2022-23 Football Coaches.1,Eligibility,Position,Height,Weight,Number,Opendorse
34,34,,,,,DB,6-1,195.0,,North Dakota,,,,,,,,35.0,Ethan Ball,,,Jr.,,,"Regina, Saskatchewan / Riffel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,,,,,LB,6-0,235.0,,North Dakota,,,,,,,,36.0,Malachi McNeal,,,So.,,,"Waukegan, Ill. / Warren Township",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,,,,,RB,6-0,200.0,,North Dakota,,,,,,,,37.0,Garrin Sattler,,,R-Fr.,,,"Grand Forks, N.D. / Red River",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,,,,,WR,6-1,205.0,,North Dakota,,,North Dakota State,,,,,38.0,Grant Romfo,,,So.,,,"Calvin, N.D. / Langdon Area",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,,,,,TE,6-4,245.0,,North Dakota,,,,,,,,40.0,Haydn Stay,,,R-Fr.,,,"Princeton, Minn. / Princeton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,,,,,LB,6-2,235.0,,North Dakota,,,,,,,,42.0,Kason Kelley,,,Jr.,,,"Omaha, Neb. / Millard North",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,,,,,TE,6-3,245.0,,North Dakota,,,,,,,,43.0,Jaden Norby,,,Jr.,,,"Ashby, Minn. / West Central Area-Ashby",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,,,,,TE,6-2,235.0,,North Dakota,,,,,,,,44.0,Mason South,,,R-Fr.,,,"Maple Grove, Minn. / Maple Grove",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,,,,,LB,6-1,220.0,,North Dakota,,,,,,,,45.0,Hayden Stec,,,R-Fr.,,,"Elkhorn, Neb. / Elkhorn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,,,,,LB,6-1,220.0,,North Dakota,,,,,,,,46.0,Ted Mullin,,,Gr.,,,"Littleton, Colo. / Columbine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,,,,,DL,6-3,250.0,,North Dakota,,,North Dakota State,,,,,47.0,Bartholomew Ogbu,,,Gr.,,,"Bismarck, N.D. /",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,,,,,LB,6-3,230.0,,North Dakota,,,,,,,,48.0,Jack Baretz,,,R-Fr.,,,"Franklin, Wis. / Franklin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,,,,,DL,6-3,245.0,,North Dakota,,,Minnesota,,,,,49.0,Ben McNaboe,,,Sr.,,,"Rogers, Minn. / Rogers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,,,,,DL,6-2,280.0,,North Dakota,,,,,,,,51.0,Caleb Olson,,,R-Fr.,,,"Fort Ransom, N.D. / Lisbon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,,,,,LB,6-3,220.0,,North Dakota,,,,,,,,52.0,Logan Doell,,,R-Fr.,,,"Luxemburg, Wis. / Luxemburg-Casco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,,,,,K/P,6-2,190.0,,North Dakota,,,,,,,,53.0,C.J. Elrichs,,,R-Fr.,,,"Olathe, Kan. / Olathe Northwest",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,,,,,LB,6-3,230.0,,North Dakota,,,,,,,,54.0,Jaden Feterl,,,So.,,,"Sioux Falls, S.D. / Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,,,,,DL,6-0,275.0,,North Dakota,,,,,,,,55.0,Lucas Schweigert,,,R-Fr.,,,"Bismarck, N.D. / Century",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,,,,,DL,6-4,245.0,,North Dakota,,,,,,,,57.0,Casey Schultz,,,So.,,,"Caledonia, Minn. / Caledonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,,,,,LB,6-0,230.0,,North Dakota,,,,,,,,59.0,Wyatt Pedigo,,,Jr.,,,"Hoisington, Kan. / Hoisington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,,,,,OL,6-4,285.0,,North Dakota,,,,,,,,60.0,Jagger Ferden,,,Jr.,,,"Union, Ill. / Marengo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,,,,,OL,6-1,280.0,,North Dakota,,,,,,,,61.0,Danny Carroll,,,So.,,,"Overland Park, Kan. / St. Thomas Aquinas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,,,,,LB,6-1,225.0,,North Dakota,,,,,,,,63.0,Josh Yon,,,R-Fr.,,,"Thompson, N.D. / Thompson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,,,,,OL,6-5,305.0,,North Dakota,,,Manitoba,,,,,64.0,Dolapo Egunjobi,,,Jr.,,,"Winnipeg, Manitoba /",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,,,,,OL,6-6,315.0,,North Dakota,,,,,,,,67.0,Liam Becher,,,R-Fr.,,,"Iowa City, Iowa / West",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,,,,,OL,6-2,305.0,,North Dakota,,,Butler CC,,,,,68.0,Brayden Bryant,,,Jr.,,,"Ardmore, Okla. / Ardmore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,,,,,OL,6-2,320.0,,North Dakota,,,,,,,,69.0,Cade Borud,,,R-Fr.,,,"Pleasant Hill, Iowa / Southeast Polk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,,,,,OL,6-4,305.0,,North Dakota,,,North Dakota State,,,,,71.0,Seth Anderson,,,Jr.,,,"Moorhead, Minn. / Moorhead",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,,,,,OL,6-4,300.0,,North Dakota,,,,,,,,72.0,Colin Lavell,,,Sr.,,,"Parker, Colo. / Legend",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,,,,,OL,6-4,310.0,,North Dakota,,,,,,,,73.0,Jack Kuntz,,,Jr.,,,"Devils Lake, N.D. / Devils Lake",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,,,,,OL,6-4,300.0,,North Dakota,,,,,,,,74.0,Donny Ventrelli,,,5th,,,"St. Paul, Minn. / Como Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,,,,,OL,6-6,315.0,,North Dakota,,,,,,,,75.0,Sam Hagen,,,So.,,,"Fordville, N.D. / Park River Area-Fordville Lankin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,,,,,OL,6-7,330.0,,North Dakota,,,Purdue,,,,,76.0,Gus German,,,Jr.,,,"West Lafayette, Ind. /",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,,,,,OL,6-5,305.0,,North Dakota,,,,,,,,77.0,Easton Kilty,,,Jr.,,,"Stratford, Wis. / Stratford",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,,,,,OL,6-3,290.0,,North Dakota,,,,,,,,79.0,Peyton Lotysz,,,Jr.,,,"Grand Forks, N.D. / Red River",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,,,,,WR,6-3,200.0,,North Dakota,,,,,,,,80.0,Nick Kupfer,,,So.,,,"Bismarck, N.D. / Legacy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,,,,,WR,6-2,200.0,,North Dakota,,,,,,,,81.0,Sam Strandell,,,R-Fr.,,,"Grand Forks, N.D. / Central",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,,,,,TE,6-7,250.0,,North Dakota,,,,,,,,82.0,Trace Thaden,,,R-Fr.,,,"Omaha, Neb. / Millard West",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,,,,,WR,6-2,190.0,,North Dakota,,,,,,,,84.0,Nate DeMontagnac,,,So.,,,"Mississauga, Ontario / Clarkson Football North",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,,,,,P/K,6-0,185.0,,North Dakota,,,,,,,,85.0,Luke Silvernale,,,R-Fr.,,,"Grand Rapids, Mich. / Forest Hills Northern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,,,,,TE,6-5,255.0,,North Dakota,,,,,,,,86.0,Max Gunderson,,,Jr.,,,"Detroit Lakes, Minn. / Detroit Lakes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,,,,,WR,6-1,190.0,,North Dakota,,,,,,,,87.0,Trasen Pollman,,,R-Fr.,,,"Bottineau, N.D. / Bottineau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,,,,,DL,6-3,290.0,,North Dakota,,,,,,,,90.0,Craig Orlando,,,Jr.,,,"Verndale, Minn. / Verndale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,,,,,DL,6-4,245.0,,North Dakota,,,,,,,,91.0,Jack Teiken,,,R-Fr.,,,"Moorhead, Minn. / Moorhead",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,,,,,K,6-1,170.0,,North Dakota,,,,,,,,92.0,Brady Stevens,,,Gr.,,,"Highlands Ranch, Colo. / Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,79,,,,,DL,6-3,290.0,,North Dakota,,,,,,,,93.0,Elijah Beach,,,Sr.,,,"Streamwood, Ill. / Streamwood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,80,,,,,DL,6-4,265.0,,North Dakota,,,New Mexico,,,,,95.0,Jake Saltonstall,,,Sr.,,,"Morgan Hill, Calif. /",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,,,,,LS,6-0,200.0,,North Dakota,,,,,,,,96.0,David Neuberger,,,So.,,,"Davenport, Iowa / Assumption",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,,,,,DL,6-2,255.0,,North Dakota,,,,,,,,99.0,Jaelen Johnson,,,5th,,,"Greendale, Wis. / Greendale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,0,,,,Bubba Schweigert,,,,,North Dakota,,,,Head Coach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1,,,,Danny Freund,,,,,North Dakota,,,,Assistant Coach/Offensive Coord/QBs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2,,,,Joel Schwenzfeier,,,,,North Dakota,,,,Assistant Coach/Defensive Coord./Safeties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,3,,,,Shawn Kostich,,,,,North Dakota,,,,Assistant Coach/Special Teams Coord./TEs/FBs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4,,,,Austin Flyger,,,,,North Dakota,,,,Assistant Coach/Defensive Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,5,,,,Sam King,,,,,North Dakota,,,,Assistant Coach/Wide Receivers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,6,,,,Joe Pawlak,,,,,North Dakota,,,,Assistant Coach/Offensive Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,7,,,,Travis Stepps,,,,,North Dakota,,,,Assistant Coach/Defensive Backs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,8,,,,Carl Reinholz,,,,,North Dakota,,,,Defensive Assistant/Video Coord./ILBs/Camps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,9,,,,Donnell Kirkwood Jr.,,,,,North Dakota,,,,Assistant Coach/Running Backs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,10,,,,Tom Dosch,,,,,North Dakota,,,,Assistant Coach/Outside Linebackers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,11,,,,Nate Baukol,,,,,North Dakota,,,,Director of Strength and Conditioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,12,,,,Travis Kahlbaugh,,,,,North Dakota,,,,Director of Football Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,13,,,,Joe Caulfield,,,,,North Dakota,,,,Director of Player Personnel & Football Office Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0,,,,Joe Seymour,,,,,North Dakota,,,,"Graduate Assistant, Special Teams/Offense",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1,,,,Ethan Postler,,,,,North Dakota,,,,Student Video (Quarterbacks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2,,,,Kaden Cantone,,,,,North Dakota,,,,Student Intern (Defense/Defensive Line),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,3,,,,David Kaplan,,,,,North Dakota,,,,Intern (Defense/Defensive Backs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,4,,,,Riccardo Facchini,,,,,North Dakota,,,,Intern (Offense/Offensive Line),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,,0.0,,Zach Mathis,WR,6-6,205.0,,North Dakota State,"Tampa, Fla.",Berkeley Prep HS,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,1.0,,Courtney Eubanks,CB,5-10,187.0,,North Dakota State,"St. Petersburg, Fla.",Admiral Farragut Academy,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,2.0,,Kellen Entz,WR,6-2,207.0,,North Dakota State,"West Fargo, N.D.",Sheyenne HS,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,,2.0,,Dawson Weber,S,6-2,190.0,,North Dakota State,"Elk Grove, Calif.",Pleasant Grove HS,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,,4.0,,Kobe Johnson,RB,5-9,188.0,,North Dakota State,"Lawrenceville, Ga.",Discovery HS,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,,5.0,,Bryce Lance,WR,6-3,200.0,,North Dakota State,"Marshall, Minn.",Marshall HS,,,RFr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,6.0,,Destin Talbert,CB,6-0,187.0,,North Dakota State,"Darien, Ill.",Hinsdale South HS,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,,6.0,,Cedric Wall,WR,6-1,186.0,,North Dakota State,"Rosemount, Minn.",Rosemount HS,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,,7.0,,Cam Miller,QB,6-1,212.0,,North Dakota State,"Solon, Iowa",Solon HS,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,,8.0,,Barika Kpeenu,RB,5-10,204.0,,North Dakota State,"Fargo, N.D.",West Fargo Sheyenne HS,,,RFr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,,10.0,,Dom Jones,S,6-3,197.0,,North Dakota State,"Duluth, Ga.",Peachtree Ridge HS,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,,12.0,,Braylon Henderson,WR,5-9,177.0,,North Dakota State,"Wylie, Texas",Plano East HS,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,,13.0,,Anthony Coleman,CB,5-10,178.0,,North Dakota State,"Grimes, Iowa",Johnston HS,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,,14.0,,Nathan Hayes,QB,6-3,202.0,,North Dakota State,"West Chicago, Ill.",St. Charles East HS,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,,14.0,,Enock Sibomana,LB,5-10,204.0,,North Dakota State,"Fargo, N.D.",Fargo South HS,,,RFr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,,15.0,,Cole Payton,QB,6-3,230.0,,North Dakota State,"Omaha, Neb.",Westside HS,,,RFr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,,16.0,,Peter Anderson,QB,6-1,203.0,,North Dakota State,"Hoffman Estates, Ill.",Barrington HS,,,RFr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,,17.0,,RaJa Nelson,WR,5-8,190.0,,North Dakota State,"Lakeville, Minn.",Lakeville North HS,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,,19.0,,Jake Lippe,WR,6-2,203.0,,North Dakota State,"Port Washington, Wis.",Port Washington HS,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,,20.0,,Julian Wlodarczyk,LB,6-3,207.0,,North Dakota State,"Naperville, Ill.",Metea Valley HS,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,,21.0,,Hudson Artz,S,5-11,186.0,,North Dakota State,"Fairmont, Minn.",Fairmont HS,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,,21.0,,Jalen Bussey,RB,5-5,160.0,,North Dakota State,"Tampa, Fla.",Tampa Catholic HS,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,,22.0,,TaMerik Williams,RB,6-1,229.0,,North Dakota State,"Angleton, Texas",Angleton HS,SMU,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,,23.0,,Jayden Price,CB,6-0,184.0,,North Dakota State,"Derby, Kan.",Mulvane HS,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,,24.0,,Jenaro Ocama,CB,6-1,188.0,,North Dakota State,"Woodbury, Minn.",Woodbury HS,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,,25.0,,Michael Tutsie,S,5-11,189.0,,North Dakota State,"Indianapolis, Ind.",Warren Central HS,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,,26.0,,James Kaczor,LB,6-0,215.0,,North Dakota State,"St. Cloud, Minn.",St. Cloud Tech HS,,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,,27.0,,Ryan Jones,S,6-3,201.0,,North Dakota State,"Frisco, Texas",Reedy HS,,,RFr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28,,28.0,,TK Marshall,RB,5-11,204.0,,North Dakota State,"Minneapolis, Minn.",Southwest HS,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,,29.0,,Jaquise Alexander,CB,5-11,158.0,,North Dakota State,"Ruskin, Fla.",Sumner HS,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,,30.0,,Darius Givance,DB,6-2,199.0,,North Dakota State,"Champlin, Minn.",Champlin Park HS,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,,31.0,,Cole Wisniewski,LB,6-4,225.0,,North Dakota State,"Sparta, Wis.",Sparta HS,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,,32.0,,John Gores,WR,5-5,157.0,,North Dakota State,"Fargo, N.D.",Shanley HS,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,,32.0,,Ty Satter,S,6-2,203.0,,North Dakota State,"Fargo, N.D.",Fargo Davies HS,,,So.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34,,33.0,,Logan Hofstedt,FB,6-1,237.0,,North Dakota State,"Cannon Falls, Minn.",Cannon Falls HS,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,,34.0,,Kegan Huber,CB,5-11,177.0,,North Dakota State,"Lake Geneva, Wis.",Badger HS,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,,34.0,,Luke Waters,FB,6-0,232.0,,North Dakota State,"Council Bluffs, Iowa",St. Albert HS,Iowa Western CC,,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,,35.0,,Kelby Azure,TE,6-4,227.0,,North Dakota State,"Portland, N.D.",Northwood HS,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,,35.0,,Sam Jung,S,5-11,193.0,,North Dakota State,"Neenah, Wis.",Neenah HS,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,,36.0,,Nate Forystek,TE,6-5,237.0,,North Dakota State,"Green Bay, Wis.",Bay Port HS,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,,36.0,,Nick Kubitz,LB,6-2,225.0,,North Dakota State,"Dubuque, Iowa",Dubuque HS,,,Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,,37.0,,Reggie King,S,6-2,185.0,,North Dakota State,"Grandview, Mo.",Grandview HS,,,RFr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,,37.0,,Drew Klein,K,5-9,167.0,,North Dakota State,"Hortonville, Wis.",Hortonville HS,,,Fr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
